id,CAGE-Code,GP-Nummer,Kreditor-Nr,Name 1
4391,K0100,1000046901,0002029359,Meggitt Avionics
4392,F5496,1000055204,0002133295,Meggitt France
4393,K0802,1000054116,0002121384,Meggitt Ltd
4394,K5524,1000048183,0002045448,Meggitt Oxygen Systems
4395,56221,1000048936,0002047821,Meggitt PLC
4396,S3960,1000034940,0002003700,Meggitt SA
4397,25693,1000040692,0002049077,Meggitt Safety Systems Div
4398,45402,1000056517,0002164042,"Meggitt Safety Systems, Inc"
4399,60980,1000049079,0002050608,Meggitt Silicone Products
4400,14088,1000057364,0002176479,Meguiar's Inc
4401,C3565,1000051860,0002082240,Meilhaus Electronic GmbH
4402,C6740,1000046102,0002016504,Meinberg Funkuhren GmbH & Co.KG
4403,C0485,1000051364,0002069289,Meinert J. GmbH
4404,D7588,1000051396,0002078112,MEKRA Lang GmbH & Co. KG
4405,C5360,1000050730,0002069087,Mel Aviation GmbH
4406,K7974,1000047901,0002045399,MEL Aviation Oxygen Ltd
4407,C1563,1000057102,0002177493,MELAG OHG MEDIZINTECHNIK
4408,65249,1000048975,0002047648,Memory Protection Devices Inc
4409,CK473,1000058030,0002184054,Memorysolution GmbH
4410,A5695,1000056357,0002156786,Menber's S.P.A
4411,93072,1000058920,0002196790,Mendenhall Industries
4412,D0389,1000054377,0002121593,Mennekes Elektrotechnik GmbH & Co
4413,14178,1000058780,0002191738,"MENSOR, LP."
4414,D9490,1000049498,0002052595,Mentor GmbH & Co
4415,16546,1000049374,0002048712,Mepco/Centralab
4416,80031,1000047321,0002030351,Mepco/Electra Inc.
4417,3Y811,1000054053,0002119799,Mepecc Intl Inc
4418,2857A,1000059237,0002194538,Meprolight Ldt.
4419,CC552,1000057625,0002166120,Mercateo AG
4420,0KWD6,1000049286,0002049059,mercatUS International
4421,SR497,1000007338,0002099248,Merck (Schweiz) AG
4422,K1324,1000051203,0002070702,Merck Eurolab Ltd
4423,F0619,1000050838,0002068965,Merck Eurolab SA
4424,D2186,1000045857,0002016517,Merck KGaA
4425,51719,1000058568,0002184640,Mercury Systems Inc.
4426,7V438,1000055999,0002155612,Merex Aircraft Company
4427,78500,1000052095,0002083712,Meritor Heavy Vehicle Systems LLC
4428,F6869,1000051371,0002075096,Meritor HVS
4429,D0728,1000047725,0002044126,Merit-Werk Merten & Co KG
4430,C8412,1000050661,0002072683,Merkle Schweissanlagen-
4431,2063442,1000049892,0002063442,Merrimac Industries Inc.
4432,SJ596,1000032233,0002003076,Merz & Benteli AG
4433,0T5A0,1000056923,0002143407,Mesa Electronics
4434,D8781,1000048029,0002045401,Messerschmitt-Bölkow-Blohm GmbH
4435,AS503,1000059131,0002196006,Messi & Paoloni Srl
4436,35962,1000051762,0002087381,Messier-Dowty Inc.
4437,D8021,1000046104,0002016503,Messko Alb. Hauser GmbH+Co.KG
4438,91764,1000059133,0002194868,MESTEK INC KOLDWAVE DIV
4439,56190,1000049092,0002047352,Metadure Parts & Sales
4440,SAT86,1000001026,0002063742,Metaflux International AG
4441,F2001,1000050818,0002068978,Metallo Ste Francaise SA
4442,C3453,1000046100,0002016509,Metallwarenfabrik Gemmingen GmbH
4443,48714,1000050575,0002066161,Metatech Commercial Products Div.
4444,S7256,1000016052,0002012105,Meteolabor AG
4445,D7073,1000051392,0002078113,Meteolabor Deutschland GmbH
4446,12881,1000054595,0002127014,Metex Corp
4447,26742,1000058859,0002194823,METHODE ELECTRONICS INC
4448,51990,1000059097,0002194838,METRON CORPORATION
4449,C7395,1000047497,0002036906,Metronik GmbH
4450,S4869,1000008577,0002001688,Mettler-Toledo (Schweiz) GmbH
4451,12021,1000057957,0002160959,"METTLER-TOLEDO, LLC"
4452,5L688,1000054118,0002122086,Metwood Mfg Co Inc
4453,DL803,1000055797,0002157970,METZ Connect GmbH
4454,C1060,1000050386,0002066066,Metzeler Schaum GmbH
4455,C8363,1000056343,0002174690,Metzger Eugen GmbH
4456,1X747,1000053446,0002108204,Meyer Hydraulics Corp
4457,08111,1000051027,0002072344,MF Electronics Corp.
4458,L3160,1000057629,0002187787,MG Chemicals
4459,0N0T3,1000049969,0002057473,MGE Ups Systems Inc
4460,D2696,1000050977,0002070571,MGG Micro-Glühlampen-Gesellschaft
4461,F1372,1000050927,0002072417,MGI Coutier
4462,U0UW6,1000056873,0002163759,MH CONNECTORS LTD
4463,K0552,1000048641,0002050344,MHH Engineering Co Ltd
4464,0A1K8,1000050119,0002062315,Michelin Aircraft Tire Corp
4465,F0635,1000045739,0002016533,Michelin Aircraft Tyre
4466,D0184,1000052860,0002103178,Michelin Reifenwerke AG & Co. KGaA
4467,60496,1000051200,0002072844,Micrel Inc.
4468,DJ662,1000052961,0002109417,Micro Accessories Germany GmbH
4469,0ATV9,1000058758,0002178487,MICRO CARE CORPORATION
4470,S5958,1000005175,0002068354,Micro Crystal AG
4471,61951,1000051836,0002081045,Micro Lamps Inc
4472,5S039,1000052121,0002087098,Micro Miniature Bearing Co Inc
4473,31223,1000052834,0002099287,Micro Plastics Inc
4474,6YUN0,1000056824,0002156830,Micro Surface Corporation
4475,50101,1000058085,0002196639,Microchip Technology
4476,60991,1000048225,0002045403,Microchip Technology Inc
4477,00136,1000051264,0002075779,Microchip Technology Inc
4478,0M992,1000049226,0002046652,Microcom Inc
4479,CG077,1000056155,0002173778,Microcontrol GmbH & Co. KG
4480,0ZK84,1000053490,0002106750,Micro-Dimensional Products
4481,K6405,1000047954,0002043828,Microdot Aerospace Ltd.
4482,98278,1000048562,0002045712,Microdot Connectors
4483,U1623,1000053479,0002092502,Microfiltrex Ltd
4484,00929,1000050955,0002071490,Microlab/FXR
4485,6Y440,1000056900,0002144075,Micron Technology Inc
4486,S4224,1000030657,0002002349,Micronel AG
4487,31757,1000050359,0002060714,Micropac Industries Inc
4488,3PJK6,1000051769,0002088229,Micropump Inc
4489,50223,1000049164,0002050408,Micro-Radian Instruments Inc
4490,34333,1000048546,0002045590,Microsemi Corp
4491,14552,1000049467,0002057358,Microsemi Corporation
4492,12954,1000049440,0002049062,Microsemi Corp-Scottsdale
4493,33178,1000050602,0002060677,Microsemi PPC Inc.
4494,12969,1000050631,0002061085,Microsemi USPD INC
4495,009S3,1000056941,0002170144,MICROSOFT CORP
4496,60128,1000040664,0002149063,Microsoft Corporation
4497,S7760,1000050907,0002067987,Microsoft Ireland Operations Ltd
4498,66449,1000048222,0002045405,Microsource Inc
4499,32834,1000047476,0002029103,Micro-Surface Finishing Products
4500,54647,1000059246,0002194565,Microtech Inc.
4501,A0076,1000052995,0002100505,Microtecnica SRL
4502,C0245,1000059201,0002195844,MICROTHERM GMBH
4503,F1989,1000045791,0002016519,Microturbo SA
4504,0D2L5,1000050976,0002072758,Microwave Communications
4505,01456,1000048871,0002047614,Microwave Development
4506,60674,1000050140,0002057550,Microwave Devices Inc
4507,06351,1000048068,0002045411,Microwave Engineering Corp
4508,6Y341,1000051147,0002070544,Microwave Technology Inc
4509,58845,1000048584,0002051427,Mid America Aerospace Inc.
4510,59742,1000052499,0002081211,Mid-Continent
4511,5YV60,1000054505,0002121888,Mid-Continent Instruments West
4512,0TJ14,1000056309,0002164192,Middle Atlantic Products
4513,0ZEU0,1000057376,0002166139,Mide Technology
4514,1SWT0,1000058212,0002178293,Midwest Aircraft
4515,34078,1000049855,0002057597,Midwest Microwave Inc
4516,D9877,1000045821,0002016588,Miederhoff Franz
4517,63525,1000048271,0002045413,Milcon Inc
4518,81349,1000047089,0002030313,Military Specifications
4519,96906,1000047085,0002030315,Military Standards
4520,SH775,1000059007,0002194544,Milkor (Pty) Ltd
4521,76489,1000058991,0002197070,Millen Manufacturing Inc
4522,3BH04,1000048254,0002038387,Miller Electric MFG CO
4523,95208,1000057823,0002168766,Miller Fluid Power Cylinder Div.
4524,18598,1000049564,0002052869,Miller Stephenson Chemical Co. Inc.
4525,08071,1000055448,0002130706,Millipore Corporation
4526,3N087,1000048537,0002046009,Mill-Max Manufacturing Corp.
4527,A483G,1000054230,0002112657,Millog Oy
4528,6STX5,1000056664,0002153068,Milnec Interconnect Systems
4529,FAJR6,1000057183,0002166749,Miltech International
4530,94894,1000052964,0002100158,Milton Industries Inc
4531,F5924,1000056230,0002150534,Milton Ross Composants
4532,54418,1000054295,0002121502,Miltope Corp
4533,S4525,1000050445,0002068246,Miltronic AB
4534,N1969,1000050593,0002068247,Miltronic AS
4535,25834,1000048240,0002045415,Milwood Tool and Mfg Co
4536,SHJ85,1000055468,0002136767,"Mimaki Engineering Co., Ltd."
4537,12012,1000054021,0002116717,Minarik Corporation
4538,09359,1000051621,0002088202,Minco Products Inc.
4539,S0352,1000055486,0002137199,"Minebea Co., Ltd."
4540,54455,1000050134,0002059649,Min-E-Con
4541,07479,1000049279,0002049052,Minelco Inc Sub
4542,KD902,1000046634,0002029360,Mini Circuits Europe
4543,F0022,1000047940,0002039030,Minilampes SA
4544,K5457,1000051206,0002070705,Ministry of Aviation
4545,K7654,1000048630,0002046574,Ministry of Defence
4546,K0851,1000049675,0002063282,Ministry of Defence
4547,K1806,1000054309,0002121512,Ministry of Defence
4548,K7999,1000055105,0002125468,Ministry of Defence
4549,K2516,1000058612,0002196567,Ministry of Defence Ships Support
4550,07322,1000053978,0002116745,Minnesota Rubber + Plastics Co
4551,76385,1000048652,0002048420,Minor Rubber Co Inc
4552,16837,1000052513,0002081613,Miracle Power Products Corp.
4553,18783,1000052475,0002081494,Miraj Corporation
4554,F8929,1000050013,0002064344,MIRION Technologies
4555,0K3M2,1000057770,0002178244,MIRION TECHNOLOGIES (MGPI)
4556,C5909,1000054606,0002134591,Mirion Technologies (RADOS) GmbH
4557,14208,1000057911,0002168957,Misco Speaker Company Inc.
4558,SBCD2,1000058195,0002179016,Misumi Corporation
4559,CF861,1000052912,0002106758,MISUMI Europa GmbH
4560,0964G,1000053540,0002116541,Mitas a.s.
4561,07109,1000054510,0002121810,Mitek Corp
4562,36665,1000051205,0002067466,Mitel Networks
4563,K1939,1000049842,0002059513,Mitel Semiconductor
4564,33592,1000048237,0002045417,Miteq Inc
4565,C7237,1000050900,0002067774,Mitsubishi Electric Europe B.V
4566,C8739,1000058101,0002183895,Mitsubishi Polyester Film GmbH
4567,S3257,1000058670,0002175309,Mitutoyo Corparation
4568,02064,1000053971,0002117118,MJT Holdings LLC
4569,C5175,1000052547,0002110917,MKU GmbH
4570,3U634,1000046519,0002022571,ML Aviation Co Ltd
4571,05DV2,1000053506,0002108033,MMC Electronics America Inc
4572,50364,1000048620,0002047535,MMI/AMD
4573,77988,1000048780,0002052007,Mobil Chemical Co Inc
4574,KC596,1000058567,0002189992,Mobil Oil Co Ltd
4575,3U728,1000054859,0002140069,Mobil Oil Corp Aviation
4576,Z0150,1000056818,0002153563,Mobil Refining Aust
4577,U8610,1000056805,0002150724,MOCAP Limited
4578,0DY74,1000059087,0002196220,MOCROSEMI CORP.-POWERPRODUCT
4579,52202,1000051639,0002078812,Modular Devices Inc
4580,R2567,1000049707,0002058184,Modulohm A/S
4581,00MTK,1000058614,0002183921,MOELLER ELECTRIC LTDA
4582,57145,1000059157,0002193884,"Mohawk Fabric Company, Inc."
4583,7FD83,1000057973,0002185204,"MOHOC, INC."
4584,4JEE1,1000058691,0002191889,MOHR Test and Measurement LLC
4585,99017,1000050523,0002065680,Mokon Div Protective Closures Inc
4586,25205,1000050170,0002064670,Molded Devices Inc
4587,C4823,1000049391,0002057385,Molex GmbH
4588,27264,1000048269,0002045418,Molex Inc
4589,1UX99,1000057759,0002168026,Molex Incorporation
4590,U1613,1000054015,0002116158,Molex UK
4591,98410,1000047617,0002044058,Molex-ETC Inc.
4592,D0608,1000051296,0002075791,Moll GmbH + Co. KG
4593,D0457,1000046076,0002016547,Möller-Wedel Optical GmbH
4594,01139,1000047624,0002040331,Momentive Performance
4595,A111N,1000058841,0002197403,Momentum Industrial AB
4596,C7646,1000055587,0002158414,Monacor GmbH
4597,60119,1000046584,0002022974,Monadnock Co
4598,D0871,1000052850,0002103758,Monheimer Ketten- & Metallwarenindu
4599,54331,1000050095,0002058321,Monitor Products Co Inc
4600,98524,1000046517,0002022573,Monogram Aerospace Fasteners
4601,F9050,1000053080,0002100753,Monopol
4602,50522,1000048991,0002050816,Monsanto Industrial Chemicals Co.
4603,SJ186,1000005295,0002004746,Montalpina AG
4604,C0856,1000050277,0002066089,Montanhydraulik GmbH
4605,76543,1000051591,0002075086,Montgomery Wire Corp
4606,F0409,1000053802,0002121422,Montigny le Bretonneux France
4607,99932,1000055026,0002130198,Moog Components Group
4608,U3614,1000051091,0002073940,Moog Controls Limited
4609,C0328,1000046387,0002022572,Moog GmbH
4610,94697,1000050487,0002067072,Moog Inc
4611,29371,1000052173,0002082467,Moog Inc.
4612,F7270,1000046713,0002029516,MOOG S.A.R.L.
4613,0ZWK8,1000047334,0002030335,Moog Torrance Inc.
4614,U7887,1000055526,0002145909,Morgan Advanced Materials
4615,F0305,1000047703,0002045182,Mors Composants ETS A.P.R
4616,STF60,1000044568,0002003123,Moser AG Kipper- und Fahrzeugbau
4617,S3676,1000033692,0002003949,Moser-Baer AG
4618,C3193,1000052645,0002110349,Mössmer GmbH & Co. KG
4619,CB938,1000051504,0002078749,Motec GmbH
4620,C2639,1000052231,0002092175,Mothes Max GmbH
4621,HOU61,1000056170,0002173742,MOTIP DUPLI B.V.
4622,C2264,1000056589,0002173594,MOTIP DUPLI GMBH
4623,1YHR9,1000048986,0002050768,Motor Components LLC
4624,54374,1000050978,0002071225,Motor Magnetics Inc.
4625,SAJ63,1000000261,0002009026,MOTOREX AG
4626,07WX8,1000050425,0002066069,Motorola Energy Products DIV
4627,94990,1000049655,0002062560,Motorola Inc
4628,7H907,1000055805,0002159887,MOTOROLA INC
4629,8Z393,1000047886,0002045439,Motorola Inc Semiconductor
4630,K5519,1000053243,0002109019,Motorola Ltd
4631,F7289,1000056314,0002152523,Motorola Mobility France S.A.S.
4632,4K566,1000051151,0002070543,Motorola Semiconductor Products Inc
4633,R0004,1000057399,0002182923,MOTOROLA SOLUTIONS DANMARK A/S
4634,C1406,1000059065,0002196312,MOTOROLA SOLUTIONS GERMANY GMBH
4635,6H7Z2,1000062572,2189853,Motorola Solutions Inc
4636,AB555,1000058066,0002184164,MOTOROLA SOLUTIONS ITALIA S.R.L.
4637,K6299,1000057929,0002169460,MOTOROLA SOLUTIONS LTD
4638,19419,1000049097,0002047348,Mott Metallurgical Corp.
4639,64AN7,1000058413,0002184904,MOTU INC
4640,55AA3,1000057893,0002167843,Mountain High Equipment & Supply
4641,51648,1000047927,0002045442,Mountaingate Data Systems Inc
4642,CH270,1000056171,0002148690,Mouser Electronics
4643,1JN02,1000054447,0002121650,Mouser Electronics Inc.
4644,3WTH7,1000057731,0002167722,MOXA AMERICAS INC.
4645,DM841,1000053666,0002115323,Moxa Europe GmbH
4646,1WEZ2,1000057841,0002183318,MOXA NETWORKING INC
4647,SC037,1000057736,0002167721,MOXA TECHNOLOGIES CO. LTD
4648,77851,1000057326,0002176637,MOXY TRUCKS OF AMERICA LLC
4649,1YBJ4,1000051794,0002078995,Moyer & Associates Inc.
4650,S7695,1000008571,0002004283,Mozair S.A.
4651,A3765,1000059116,0002195266,MP Filtri S.p.A.
4652,40920,1000049398,0002052891,MPB Corporation
4653,78118,1000059263,0002193811,MPB Corporation
4654,95750,1000048236,0002038806,"MPD Technologies, Inc."
4655,C5304,1000052960,0002108035,MPE- GARRY GMBH
4656,K0065,1000055253,0002125234,MPE Limited
4657,2511G,1000053149,0002101885,MPI Group S.R.O.
4658,SE513,1000003016,0002047013,MPL AG Elektronik-Unternehmen
4659,38443,1000047942,0002044587,MRC Bearings
4660,CD228,1000052658,0002103940,MRS Electronic GmbH
4661,K2511,1000059001,0002194426,MSA (Britain) Ltd
4662,D7157,1000050326,0002066425,MSA Auer GmbH
4663,0783N,1000059100,0002194425,MSA Österreich GmbH
4664,DM335,1000055494,0002160173,MSI Aircraft Maitenance Services In
4665,D8085,1000049688,0002063707,MSI-Motor-Service Int. GmbH
4666,91893,1000053337,0002094567,MSP Aviation Inc
4667,SFN10,1000041354,0002162973,MSR Electronics GmbH
4668,C4086,1000046741,0002026902,MT Aerospace AG
4669,S9852,1000051870,0002086418,MTC Industries & Research Ltd
4670,U6533,1000047541,0002034762,M-Tec Limited
4671,D5450,1000047115,0002023534,MT-Propeller
4672,C5257,1000057306,0002167013,MTS Systemtechnik GmbH
4673,AG368,1000059205,0002195784,MTU ITALIA SRL
4674,D9513,1000057219,0002171158,MUEHLINGHAUS UND HILDESHEIM
4675,K0624,1000051208,0002072258,Muirhead Aerospace Ltd
4676,C4357,1000056420,0002163899,MULBROD NORMALIEN UND
4677,SE866,1000000648,0002003134,Müller AG Verpackungen
4678,C0851,1000047018,0002034210,Müller Hugo GmbH
4679,0VY29,1000053576,0002115804,Multicomp Inc
4680,C3917,1000051285,0002074871,Multi-Contact Deutschland GmbH
4681,C1255,1000057560,0002161730,Multi-Contact Essen GmbH
4682,F7299,1000055743,0002158231,Multi-Contact France SAS
4683,C5966,1000049845,0002065288,Multiplex Modelltechnik GmbH
4684,DP699,1000046047,0002016564,Münchner Autost. Handel GmbH
4685,C5522,1000057575,0002186211,Munstermann Friedhelm
4686,K6619,1000063443,2199356,Munters Ltd
4687,C4259,1000053168,0002109064,Müpro GmbH
4688,18796,1000048901,0002050380,Murata Electronics North America
4689,51406,1000050209,0002059554,Murata Electronics North America
4690,12294,1000056496,0002150019,Murata Erie North America Inc.
4691,SS898,1000053016,0002108028,Murata Manufacturing Co Ltd
4692,S4431,1000048037,0002045443,Murata Mfg Co Ltd
4693,76599,1000052050,0002082908,Murray Corp.
4694,SDQ42,1000043689,0002081162,Musfeld aircotech AG
4695,22814,1000058574,0002180034,Mutual Industries Inc.
4696,76558,1000050212,0002059729,MWM-Murphy Diesel CO
4697,A615N,1000057572,0002182394,My-Konsult Teknik AB
4698,D2608,1000050702,0002071799,Myonic GmbH
4699,3HXV1,1000054037,0002119690,Mystery Ranch
4700,C2485,1000056186,,Nabertherm GmbH
4701,30076,1000051544,0002069302,Nacco Materials Handling Group Inc.
4702,C7360,1000055270,0002133555,Nadella GmbH
4703,1296B,1000055579,0002158731,NAGARES S.A.
4704,C2456,1000045800,0002016579,Naht A.W. GmbH + Co.
4705,27796,1000052423,0002091417,Nameplate Manufact. of America Inc
4706,N0017,1000046262,0002016740,Nammo Raufoss AS
4707,12116,1000057005,0002170561,Nammo Talley Inc
4708,N4572,1000051766,0002088084,Nanok of Norway AS
4709,95201,1000045908,0002016570,Napco International LLC
4710,5A968,1000045907,0002016571,Narco Avionics Inc.
4711,D3063,1000058314,0002191896,Narda Safety Test Solutions GmbH
4712,SA110,1000056417,0002153708,NATEK Power Systems AB
4713,09059,1000049235,0002051683,Natel Engineering Co Inc.
4714,0WRA0,1000054204,0002117773,National Aeronautics& Space Admin.
4715,80205,1000047835,0002039380,National Aerospace Standards
4716,1P787,1000050208,0002065093,National Electrical MFRS ASSN
4717,58377,1000051318,0002076296,National Electronics Corp.
4718,83781,1000050377,0002061080,National Electronics Div
4719,S8310,1000050807,0002071465,National Gummi AB
4720,57363,1000049551,0002052980,National Hybrid Inc
4721,64667,1000051755,0002078209,National Instruments Corp.
4722,98230,1000050223,0002065149,National Security Agency
4723,K7093,1000050247,0002065033,National Semiconductor (UK) Ltd
4724,27014,1000047341,0002030331,National Semiconductor Corp.
4725,04552,1000052154,0002081971,National Starch & Chemical CO
4726,76691,1000048267,0002045444,National Telephone Supply Co
4727,94581,1000048600,0002050501,National Utilities Co-Nuco
4728,42689,1000049075,0002050689,Natl Lock Credit Union
4729,I9001,1000052376,0002081349,NATO Headquarters
4730,SAEV0,1000056683,0002173677,NAUTICAM INTERNATIONAL LTD
4731,F9743,1000052751,0002103587,Nautiraid Societé de Fabrication
4732,38002,1000048875,0002047650,Nav-Aids Ltd
4733,10001,1000047031,0002030359,Navair & Navsea
4734,01GC0,1000047348,0002030322,Naval Air Systems Command
4735,30003,1000049230,0002047300,Naval Air Systems Command
4736,80020,1000048778,0002047638,Naval Air Warfare Center
4737,12934,1000049281,0002048707,Naval Air Warfare Center
4738,02387,1000050023,0002058096,Naval Air Warfare Center
4739,02591,1000050301,0002065950,Naval Air Warfare Center
4740,5WNT1,1000056051,0002148507,Naval Air Warfare Center
4741,28638,1000055107,0002137336,Naval Air Warfare Center Aircraft
4742,53711,1000048265,0002045447,Naval Sea Systems Command
4743,27266,1000059004,0002195070,NAVAL SURFACE WARFARE CENTER
4744,12255,1000056763,0002154307,Naval Surface Warfare Center (NSWC)
4745,16623,1000051679,0002069465,Naval Undersea
4746,0731B,1000051643,0002079860,Navarra de Comp. Electronicos SA
4747,66GN5,1000058377,0002196545,Navelite  LLC
4748,80132,1000048530,0002046050,NAVSUP
4749,KC210,1000053217,0002094524,Navtech Systems Ltd
4750,31BL2,1000054921,0002141397,Nazdar Company
4751,7X100,1000056102,0002150418,NBP Aviation Innovation
4752,04866,1000054890,0002140254,ND Industries
4753,H0Y46,1000052251,0002090953,NDT EUROPA BV
4754,12459,1000057902,0002168825,Neal Maschine Co
4755,S5769,1000050734,0002068933,NEC Corp.
4756,62803,1000055888,0002159892,NEC CORPORATION OF AMERICA
4757,D2801,1000058961,0002188859,NEC Display Solutions Europe GmbH
4758,33297,1000055084,0002133306,NEC ELECTRONICS USA INC
4759,61892,1000048703,0002047621,NEC Electronics USA Inc.
4760,A0042,1000058469,0002192486,NEC Italia S.p.A.
4761,H1X70,1000055189,0002137289,NEDAERO
4762,CC077,1000058035,0002180401,NEDIS GMBH
4763,DL703,1000058210,0002181971,NEDO GMBH & KO KG
4764,C0315,1000050081,0002060257,Nedschroef Plettenberg GmbH
4765,AYFJN,1000062557,2198168,Nelco Contact AB
4766,52930,1000048764,0002050123,Nelson Aero Space Inc
4767,62700,1000050142,0002064429,Neotech Inc
4768,S7046,1000042581,0002003152,Neotecha AG
4769,N0001,1000047844,0002039898,NERA Telecommunications
4770,S3583,1000043604,0002029888,Nestlé Suisse S.A.
4771,03MC8,1000056946,0002170137,NETAPP INC
4772,1S0S8,1000053786,0002123488,Netgear Inc
4773,3C9K7,1000057993,0002185110,NETLINX INC
4774,0LWF1,1000053812,0002123473,Network Technologies Inc
4775,C5548,1000056164,0002157350,Neuhaus Elektronik GmbH
4776,C1956,1000051289,0002075099,Neumayer Erich GmbH & Co. KG
4777,S5539,1000053731,0002123319,Neutrik AG
4778,0FMA6,1000053916,0002121431,Neutrik USA Inc
4779,S7480,1000042975,0002008231,NEW AMBROSETTI TECHNOLOGIES SA in
4780,14858,1000058700,0002179627,NEW BRUNSWICK SCIENTIFIC CO. INC.
4781,C7239,1000046385,0002022585,New Hamphire Ball Bearings
4782,50294,1000048657,0002048088,New Hampshire Ball Bearings Inc
4783,83086,1000048856,0002051846,New Hampshire Ball Bearings Inc
4784,15860,1000049376,0002049520,New Hampshire Ball Bearings Inc.
4785,06540,1000048341,0002046215,New Haven Mfg Corp.
4786,74687,1000049077,0002050609,New Idria Inc.
4787,004G6,1000050522,0002066857,New Innovative Products Inc
4788,S5416,1000058227,0002178379,"New Japan Radio Co.,Ltd."
4789,2D085,1000059192,0002194481,"NEW JERSEY SEMI-CONDUCTOR PRODUCTS,"
4790,76760,1000049769,0002061921,New Process Gear Corp
4791,9A108,1000055277,0002126015,NewCal Aviation Inc.
4792,7XUK2,1000059142,0002193875,Newhaven Display International Inc
4793,05721,1000054485,0002121805,Newington Electric Co Inc
4794,03QL3,1000056518,0002149995,Newport Corporation
4795,DN235,1000050903,0002067360,Newport Spectra-Physics GmbH
4796,51413,1000056686,0002152083,Newport-Klinger
4797,H2C27,1000056663,0002173706,NEWSTAR COMPUTER PRODUCTS EUROPA B.
4798,D4960,1000050905,0002071979,Nexans Deutschland Industries GmbH
4799,F0241,1000053097,0002100706,Nexans France
4800,6B8B2,1000057945,0002169226,Nexeo Solutions LLC
4801,H2HX9,1000056751,0002169540,Nexperia
4802,5AKV5,1000058779,0002181885,Nextant Aerospace
4803,1VL45,1000058474,0002180190,NEXTEK INC.
4804,FASL4,1000055048,0002130252,Nexter Mechanics
4805,FASL3,1000053119,0002107732,Nexter Systems SA
4806,U17Q1,1000056747,0002174055,Nginuity Limited
4807,23540,1000050420,0002065789,Niagara Plastics Co
4808,0EHX1,1000050005,0002062299,NIC Components Corp.
4809,U6372,1000056797,0002157533,NIC Instruments LDT
4810,F0421,1000052273,0002091253,Nice France
4811,SH571,1000050254,0002064490,Nice Systems Ltd.
4812,1B1N5,1000056732,0002152124,Nichia America Corporation
4813,SS993,1000052140,0002083767,Nichia Corporation
4814,55680,1000051332,0002076257,Nichicon America Corp.
4815,S4498,1000050765,0002072852,Nichicon Capacitor Ltd
4816,F1884,1000054039,0002116969,Nichrominox SA
4817,F8378,1000050842,0002072853,Nicomatic SA
4818,S3271,1000050770,0002072825,Nidec Copal Electronics Corp.
4819,67088,1000050248,0002060043,Nidec-Torin Corp.
4820,C0994,1000057330,0002178003,Niedax GmbH & CO. KG
4821,98003,1000049078,0002047607,Nielsen Hardware Corp.
4822,1KFL8,1000057734,0002168897,NIELSEN-KELLERMAN CO.
4823,C2101,1000054657,0002139715,Niezgodka GmbH
4824,SP012,1000049719,0002061883,Nihon Kaiheiki Ind. Co. Ltd.
4825,S7129,1000049325,0002049476,"Nihon Kaiheiki Ind. Co., Ltd"
4826,FAJ69,1000055065,0002129753,Nijkerk Computer Solutions
4827,L0024,1000057522,0002166935,NIKON CANADA INC
4828,S5329,1000057489,0002166648,NIKON CORPORATION
4829,S7498,1000057498,0002166647,NIKON CORPORATION
4830,C7045,1000059005,0002196363,NIKON GMBH INSTRUMENTE VERTRIEB
4831,17088,1000058444,0002175684,NIKON INC.
4832,AC147,1000057087,0002166936,NIKON INSTRUMENTS SPA
4833,R6083,1000057196,0002167709,NIKON NORDIC AB
4834,U2416,1000057506,0002166643,NIKON UK LTD
4835,R2220,1000059151,0002195862,Nilfisk A/S
4836,A486G,1000057691,0002161289,Nimikkeistokeskus NCB Finland
4837,99196,1000057897,0002168548,Nippert Co
4838,S4217,1000050761,0002072854,Nippon Chemical Industrial
4839,SP048,1000052696,0002103366,Nippon Chemi-Con Corp.
4840,S5211,1000054673,0002139736,Nippon Thompson Company Ltd.
4841,1X6L6,1000057927,0002182405,Nite Ize Inc.
4842,SC554,1000056785,0002153393,Nitto Denko Corp.
4843,63426,1000055160,0002137053,NKK Switches of America Inc
4844,0KY27,1000048234,0002045449,NM Laser Products Inc
4845,K7067,1000054102,0002121397,NMB - Minebea UK Ltd
4846,FA5C0,1000050670,0002068506,NMB Minebea Sàrl
4847,0D1M6,1000058144,0002196555,NMB Technologies Corporation
4848,03296,1000055428,0002135912,NMC Group Inc.
4849,76793,1000048622,0002047533,Nobles Worldwide Inc.
4850,65185,1000051196,0002072856,Noise Com
4851,AF210,1000058280,0002181734,NOKIA ITALIA SPA
4852,C0363,1000058823,0002197035,Nokia Solutions and Networks GmbH
4853,CK563,1000057502,0002168420,Nolden Car & Concepts GmbH
4854,CH482,1000056438,0002172322,Noratel Germany AG
4855,K7951,1000058663,0002175057,Norbar Torque Tools Ltd.
4856,9A148,1000046146,0002016594,NorcaTec LLC.
4857,08844,1000048180,0002045450,Norco Inc
4858,041L7,1000057669,0002185537,Norcomp Components Inc
4859,0J2J9,1000053314,0002093572,NORDAM Transparency Division
4860,A011N,1000054540,0002138331,Nordic Power i Strömstad AB
4861,C4264,1000048576,0002051557,Nord-Lock GmbH
4862,D1166,1000053672,0002115029,Nordseewerke GmbH
4863,CG985,1000052441,0002090660,Nordwest Handel AG
4864,37364,1000054902,0002141492,Noreast Electronics Co Ltd
4865,C1160,1000049860,0002059584,Norelem Normelemente KG
